Img_name,Global_score
img0,5.67
img1,8.0
img2,0
img3,0
img4,8.0
img5,0
img6,0
img7,3.33
img8,8.0
img9,8.0
img10,2.67
img11,6.0
img12,0
img13,2.67
img14,0
img15,0
img16,0
img17,0
img18,5.33
img19,3.33
img20,3.33
img21,0
img22,0
img23,0
img24,0
img25,0
img26,5.33
img27,5.0
img28,4.33
img29,4.0
img30,0
img31,4.0
img32,7.0
img33,0
img34,0
img35,0
img36,0
img37,0
img38,0
img39,0
img40,3.33
img41,6.0
img42,0
img43,0
img44,0
img45,2.67
img46,0
img47,0
img48,0
img49,0
img50,0
img51,3.33
img52,6.0
img53,0
img54,6.0
img55,0
img56,0
img57,6.33
img58,0
img59,0
img60,0
img61,0
img62,0
img63,4.0
img64,5.67
img65,6.0
img66,0
img67,0
img68,4.0
img69,4.33
img70,4.0
img71,0
img72,0
img73,0
img74,0
img75,3.33
img76,0
img77,3.33
img78,0
img79,0
img80,0
img81,3.33
img82,0
img83,0
img84,2.67
img85,0
img86,5.67
img87,0
img88,6.0
img89,7.0
img90,0
img91,4.0
img92,0
img93,4.0
img94,0
img95,0
img96,6.0
img97,0
img98,4.0
img99,4.0
img100,0
img101,4.0
img102,6.0
img103,4.0
img104,0
img105,8.0
img106,0
img107,0
img108,0
img109,0
img110,5.67
img111,0
img112,6.33
img113,0
img114,6.67
img115,0
img116,8.0
img117,0
img118,0
img119,0
img120,4.0
img121,6.0
img122,0
img123,3.33
img124,0
img125,0
img126,0
img127,0
img128,0
img129,2.67
img130,0
img131,5.67
img132,4.33
img133,0
img134,0
img135,8.0
img136,4.67
img137,0
img138,0
img139,0
img140,0
img141,0
img142,8.0
img143,0
img144,4.33
img145,6.33
img146,3.33
img147,0
img148,5.67
img149,5.0
img150,0
img151,0
img152,5.67
img153,0
img154,0
img155,0
img156,0
img157,7.0
img158,0
img159,0
img160,0
img161,0
img162,5.0
img163,0
img164,0
img165,6.0
img166,0
img167,0
img168,0
img169,0
img170,2.67
img171,5.33
img172,0
img173,5.67
img174,0
img175,6.0
img176,3.33
img177,8.0
img178,0
img179,0
img180,0
img181,0
img182,0
img183,0
img184,7.33
img185,6.33
img186,4.67
img187,0
img188,3.33
img189,0
img190,0
img191,0
img192,0
img193,0
img194,4.0
img195,0
img196,4.67
img197,0
img198,0
img199,0
img200,0
img201,5.67
img202,0
img203,0
img204,4.0
img205,6.33
img206,2.67
img207,0
img208,0
img209,0
img210,0
img211,6.0
img212,5.67
img213,0
img214,5.0
img215,0
img216,0
img217,6.0
img218,0
img219,0
img220,2.67
img221,0
img222,0
img223,0
img224,8.0
img225,0
img226,0
img227,0
img228,0
img229,0
img230,0
img231,0
img232,4.0
img233,0
img234,0
img235,4.0
img236,0
img237,0
img238,0
img239,0
img240,2.67
img241,3.33
img242,0
img243,0
img244,0
img245,0
img246,6.0
img247,0
img248,0
img249,0
img250,0
img251,8.0
img252,0
img253,5.67
img254,0
img255,7.33
img256,0
img257,4.0
img258,3.33
img259,0
img260,0
img261,0
img262,7.0
img263,5.67
img264,5.33
img265,2.67
img266,0
img267,0
img268,0
img269,0
img270,0
img271,4.0
img272,6.0
img273,0
img274,5.0
img275,0
img276,0
img277,8.0
img278,0
img279,1.33
img280,0
img281,0
img282,0
img283,0
img284,2.67
img285,0
img286,6.0
img287,0
img288,0
img289,0
img290,0
img291,0
img292,3.33
img293,8.0
img294,3.33
img295,0
img296,0
img297,0
img298,0
img299,6.33
img300,0
img301,0
img302,0
img303,6.0
img304,6.0
img305,0
img306,0
img307,3.33
img308,0
img309,5.0
img310,0
img311,0
img312,6.0
img313,0
img314,0
img315,3.33
img316,4.33
img317,0
img318,0
img319,0
img320,0
img321,0
img322,0
img323,0
img324,0
img325,4.0
img326,7.0
img327,0
img328,0
img329,0
img330,0
img331,4.0
img332,6.0
img333,0
img334,0
img335,4.67
img336,3.33
img337,3.33
img338,0
img339,0
img340,0
img341,6.0
img342,0
img343,0
img344,0
img345,8.0
img346,5.0
img347,0
img348,0
img349,8.0
img350,0
img351,0
img352,0
img353,0
img354,2.67
img355,0
img356,0
img357,3.33
img358,7.0
img359,0
img360,0
img361,2.67
img362,0
img363,0
img364,6.0
img365,0
img366,6.33
img367,6.67
img368,0
img369,0
img370,6.0
img371,0
img372,0
img373,5.0
img374,0
img375,6.67
img376,0
img377,0
img378,2.67
img379,2.67
img380,0
img381,0
img382,0
img383,4.0
img384,0
img385,5.0
img386,4.0
img387,4.33
img388,6.0
img389,5.67
img390,0
img391,0
img392,0
img393,6.0
img394,0
img395,0
img396,0
img397,0
img398,8.0
img399,0
img400,5.67
img401,0
img402,0
img403,5.0
img404,0
img405,4.33
img406,0
img407,0
img408,5.33
img409,0
img410,0
img411,0
img412,6.0
img413,0
img414,8.0
img415,4.33
img416,7.0
img417,0
img418,0
img419,3.33
img420,7.0
img421,0
img422,0
img423,0
img424,0
img425,4.67
img426,0
img427,5.0
img428,0
img429,0
img430,8.0
img431,4.0
img432,2.67
img433,0
img434,6.33
img435,0
img436,0
img437,0
img438,0
img439,4.0
img440,6.0
img441,2.67
img442,4.0
img443,6.0
img444,0
img445,0
img446,0
img447,5.67
img448,4.33
img449,6.0
img450,0
img451,6.0
img452,0
img453,0
img454,0
img455,0
img456,0
img457,0
img458,0
img459,0
img460,4.0
img461,0
img462,7.33
img463,0
img464,0
img465,0
img466,6.0
img467,3.33
img468,0
img469,0
img470,0
img471,0
img472,0
img473,0
img474,0
img475,2.0
img476,0
img477,0
img478,0
img479,0
img480,6.0
img481,0
img482,7.0
img483,0
img484,4.33
img485,0
img486,0
img487,4.0
img488,8.0
img489,0
img490,0
img491,0
img492,0
img493,0
img494,5.67
img495,0
img496,6.0
img497,4.33
img498,0
img499,0
