Img_name,Global_score
img0,0
img1,8.0
img2,0
img3,7.0
img4,6.0
img5,0
img6,6.0
img7,0
img8,0
img9,0
img10,0
img11,5.0
img12,6.0
img13,4.0
img14,0
img15,0
img16,2.67
img17,0
img18,0
img19,4.0
img20,0
img21,4.0
img22,0
img23,0
img24,0
img25,5.67
img26,5.67
img27,0
img28,4.0
img29,0
img30,6.0
img31,5.0
img32,4.0
img33,0
img34,2.67
img35,0
img36,0
img37,0
img38,6.0
img39,5.67
img40,5.0
img41,7.33
img42,5.67
img43,0
img44,0
img45,0
img46,0
img47,0
img48,6.0
img49,0
img50,0
img51,0
img52,0
img53,0
img54,0
img55,0
img56,0
img57,0
img58,3.33
img59,6.0
img60,7.0
img61,4.0
img62,6.0
img63,0
img64,6.0
img65,3.33
img66,0
img67,0
img68,0
img69,3.33
img70,0
img71,0
img72,0
img73,0
img74,2.67
img75,4.0
img76,0
img77,6.0
img78,0
img79,0
img80,0
img81,0
img82,0
img83,0
img84,0
img85,0
img86,6.0
img87,5.67
img88,4.67
img89,4.0
img90,0
img91,0
img92,5.0
img93,0
img94,0
img95,6.67
img96,6.0
img97,0
img98,0
img99,0
img100,4.0
img101,3.33
img102,6.0
img103,0
img104,0
img105,7.33
img106,7.0
img107,5.0
img108,0
img109,0
img110,4.0
img111,3.33
img112,0
img113,0
img114,0
img115,0
img116,0
img117,0
img118,6.33
img119,0
img120,6.0
img121,0
img122,4.0
img123,0
img124,0
img125,0
img126,0
img127,0
img128,0
img129,4.67
img130,0
img131,2.67
img132,6.0
img133,0
img134,6.0
img135,5.67
img136,6.0
img137,8.0
img138,0
img139,0
img140,0
img141,0
img142,0
img143,0
img144,2.67
img145,0
img146,6.33
img147,0
img148,6.33
img149,0
img150,4.0
img151,0
img152,0
img153,4.67
img154,4.0
img155,0
img156,0
img157,0
img158,0
img159,0
img160,0
img161,5.0
img162,0
img163,0
img164,0
img165,6.0
img166,0
img167,4.0
img168,4.33
img169,6.0
img170,0
img171,0
img172,3.33
img173,0
img174,0
img175,0
img176,0
img177,0
img178,6.0
img179,0
img180,6.0
img181,3.33
img182,0
img183,0
img184,0
img185,4.0
img186,6.0
img187,5.0
img188,6.0
img189,0
img190,0
img191,3.33
img192,0
img193,0
img194,0
img195,5.0
img196,4.0
img197,8.0
img198,0
img199,0
img200,0
img201,6.0
img202,6.33
img203,0
img204,0
img205,4.67
img206,3.33
img207,0
img208,0
img209,3.33
img210,4.0
img211,0
img212,0
img213,0
img214,7.33
img215,5.0
img216,2.67
img217,0
img218,0
img219,0
img220,2.67
img221,5.0
img222,5.67
img223,0
img224,0
img225,0
img226,0
img227,0
img228,0
img229,4.0
img230,0
img231,0
img232,0
img233,6.0
img234,0
img235,6.33
img236,0
img237,5.0
img238,0
img239,4.0
img240,0
img241,0
img242,0
img243,0
img244,3.33
img245,0
img246,0
img247,0
img248,0
img249,6.33
img250,2.67
img251,6.0
img252,0
img253,0
img254,6.0
img255,0
img256,3.0
img257,8.0
img258,0
img259,0
img260,5.0
img261,6.0
img262,0
img263,2.67
img264,6.0
img265,3.33
img266,8.0
img267,0
img268,0
img269,0
img270,0
img271,4.33
img272,0
img273,0
img274,0
img275,2.67
img276,0
img277,0
img278,0
